id	formula	adduct	mz	rt	fold_change	p-value	ratio		
TTOF0676	C26H19F3N4O	+H	461.1585	25.81	1.13	0.085	1/1		
TTOF0677	C29H27N7O4S	+H	570.191	3.66	1.39	0.022	1/1		
TTOF0678	C17H14ClF2IN2O2	+H	478.9827	31.26	0.86	0.101	1/1		
TTOF0679	C12H9ClN2O4	+H	281.0324	18.81	1.19	0.030	1/1		
TTOF0680	C22H25N3O3	+H	380.1963	3.58	1.52	0.002	1/1		
TTOF0681	C19H23N9O	+H	394.2095	5.12	1.20	0.043	1/1		
TTOF0682	C18H16N4O3S	+H	369.1018	22.93	1.21	0.061	1/1		
TTOF0683	C19H23N5O3	+H	370.1872	21.69	1.15	0.036	1/1		
TTOF0684	C23H28N4O4S	+H	457.1905	26.7	1.13	0.268	1/1		
TTOF0685	C27H40N8O7	+H	589.3095	4.59	1.21	0.118	1/1		
TTOF0686	C13H8N6	+H	249.0883	3.8	1.30	0.015	1/1		
TTOF0687	C18H12Cl2N4O4S	+H	451.0026	30.42	1.21	0.005	1/1		
TTOF0688	C22H15Br2N3O4	+H	545.9482	31.21	1.44	0.066	1/1		
TTOF0689	C37H61N7O2	+H	636.4953	3.34	1.07	0.311	1/1		
TTOF0690	C23H25N3O3S	+H	424.169	16.79	1.23	0.007	1/1		
TTOF0691	C23H24FN9O	+H	462.2162	22.67	1.18	0.069	1/1		
TTOF0692	C20H20N4O	+H	333.1701	32.14	0.95	0.610	1/1		
TTOF0693	C26H35N7O2S	+H	510.261	7.56	1.09	0.234	1/1		
TTOF0694	C21H16Cl2N4OS	+H	443.0497	31.04	1.12	0.135	1/1		
TTOF0695	C29H23N5O3S	+H	522.1596	23.71	1.22	0.185	1/1		
TTOF0696	C19H23N7O2	+H	382.1968	3.35	1.29	0.007	1/1		
TTOF0697	C26H43N5O7	+H	538.3236	16.99	1.12	0.165	1/1		
TTOF0698	C18H21N3OS	+H	328.1479	26.2	1.42	0.013	1/1		
TTOF0699	C22H21ClN2O3	+H	397.1311	13.44	1.06	0.285	1/1		
TTOF0700	C6H7N5	+H	150.0773	0.6	0.91	0.623	1/1		
TTOF0701	C28H34N2O	+H	415.2745	18.99	1.13	0.133	1/1		
TTOF0702	C7H5N5S2	+H	224.0058	5.47	1.29	0.008	1/1		
TTOF0703	C12H15N3O2	+H	234.1233	0.59	2.81	0.014	4/1		
TTOF0704	C26H31N3O5	+H	466.2338	7.68	1.31	0.004	1/1		
TTOF0705	C25H17F2N5O3S	+H	506.1092	16.83	1.18	0.074	1/1		
TTOF0706	C18H18N4	+H	291.1602	0.64	1.80	0.026	2/1		
TTOF0707	C13H14ClN3O2	+H	280.0848	6.98	1.41	0.003	1/1		
TTOF0708	C15H13N5OS	+H	312.0916	5.88	1.20	0.050	1/1		
TTOF0709	C18H15NO4	+H	310.108	30.81	1.07	0.396	1/1		
TTOF0710	C23H26FN6O9P	+H	581.1556	6.93	1.25	0.020	1/1		
TTOF0711	C28H30N6OS	+H	499.2268	4.06	1.19	0.427	1/1		
TTOF0712	C26H31BrN8O	+H	551.1871	3.7	1.43	0.005	1/1		
TTOF0713	C29H31F3N2O3	+H	513.2363	21.84	1.08	0.387	1/1		
TTOF0714	C24H20F3N5O	+H	452.1692	17.31	0.93	0.214	1/1		
TTOF0715	C18H15ClN6OS2	+H	431.0505	10.63	1.33	0.004	1/1		
TTOF0716	C15H19N7O3S	+H	378.1342	5.64	1.88	0.013	2/1		
TTOF0717	C31H33N3O5	+H	528.2489	7.84	1.46	0.000	1/1		
TTOF0718	C20H22F3N5O	+H	406.1847	4.38	0.63	0.011	1/2		
TTOF0719	C19H12N2O2Cl2	+H	371.0347	28.97	1.17	0.185	1/1		
TTOF0720	C23H25ClFN7O	+H	470.1864	11.51	1.10	0.077	1/1		
TTOF0721	C15H14F2N4S	+H	321.098	3.77	1.31	0.001	1/1		
TTOF0722	C14H12N4OS	+H	285.0803	3.19	1.91	0.002	2/1		
TTOF0723	C21H18Cl2N2O4	+H	433.0713	31.28	1.19	0.025	1/1		
TTOF0724	C25H33N7O2	+H	464.2762	3.56	1.12	0.069	1/1		
TTOF0725	C25H25BrN6O2	+H	521.1292	11.5	1.08	0.112	1/1		
TTOF0726	C19H20FN5	+H	338.1776	5.93	1.03	0.350	1/1		
TTOF0727	C9H7ClFN5O2	+H	272.0344	15.48	1.21	0.063	1/1		
TTOF0728	C30H28FN7O3	+H	554.2312	24.25	1.31	0.022	1/1		
TTOF0729	C23H21Cl2FN4O3	+H	491.105	13.16	1.18	0.045	1/1		
TTOF0730	C25H30N2O5	+H	439.223	30.57	1.05	0.261	1/1		
TTOF0731	C18H25N5S2	+H	376.1626	9.51	1.34	0.061	1/1		
TTOF0732	C25H22N2O2	+H	383.1756	28.13	1.27	0.004	1/1		
TTOF0733	C28H41N7O3	+H	524.3346	13.41	1.09	0.251	1/1		
TTOF0734	C21H18FN5O	+H	376.1569	22.76	1.21	0.000	1/1		
TTOF0735	C22H20Br2N2O2	+H	504.994	31.61	0.99	0.925	1/1		
TTOF0736	C27H31N7O2	+H	486.2611	4.03	0.67	0.009	1/1		
TTOF0737	C24H29N3O2	+H	392.2333	9.25	0.90	0.110	1/1		
TTOF0738	C13H20Cl2N2	+H	275.1078	3.5	0.93	0.222	1/1		
TTOF0739	C15H14N2O	+H	239.1163	27.73	1.01	0.793	1/1		
TTOF0740	C17H17N3O2	+H	296.1393	3.36	1.34	0.001	1/1		
TTOF0741	C18H22N2O	+H	283.1806	10.23	0.99	0.863	1/1		
TTOF0742	C19H16N2O5	+H	353.1133	25.96	1.26	0.005	1/1		
TTOF0743	C19H16N2O5	+H	353.1127	27.5	1.28	0.009	1/1		
TTOF0744	C20H17Cl2N9O2	+H	486.0951	7.88	1.09	0.316	1/1		
TTOF0745	C22H21N3O3S	+H	408.1378	28.46	1.18	0.000	1/1		
TTOF0746	C22H21N3O3S	+H	408.1333	31.92	1.11	0.052	1/1		
TTOF0747	C23H20N6O	+H	397.177	3.86	1.53	0.015	1/1		
TTOF0748	C23H20N6O	+H	397.1769	4.85	0.85	0.081	1/1		
TTOF0749	C23H21N5O3S	+H	448.1437	6	1.30	0.043	1/1		
TTOF0750	C24H29N7O2	+H	448.2461	11.12	1.33	0.033	1/1		
TTOF0751	C25H31N5O4	+H	466.2449	9.32	1.31	0.142	1/1		
TTOF0752	C25H31N5O4	+H	466.245	8.69	1.08	0.090	1/1		
TTOF0753	C29H27F3N6O	+H	533.2272	18.3	1.27	0.002	1/1		
TTOF0754	C37H40N2O6	+H	609.2954	3.88	0.78	0.113	1/1		
TTOF0755	C25H31N7O6	+Na	548.2211	8.15	1.60	0.011	2/1		
TTOF0756	C19H14N2O4	+Na	357.0843	15.04	1.73	0.011	2/1		
TTOF0757	C16H18N2OS	+Na	309.1057	30.81	1.08	0.256	1/1		
TTOF0758	C14H16N2O2S	+Na	299.0795	14.19	1.27	0.127	1/1		
TTOF0759	C17H12N2O2	+Na	299.0814	13.34	0.97	0.107	1/1		
TTOF0760	C22H33N8O6S2	+Na	592.1881	31.53	1.61	0.567	1/1		
TTOF0761	C19H20N4O2	+Na	359.1468	28.3	1.25	0.028	1/1		
TTOF0762	C35H46O20	+NH4	804.2916	3.42	1.39	0.039	1/1		
TTOF0763	C29H24F3N5O	+NH4	533.2272	18.3	1.27	0.002	1/1		
TTOF0764	C26H44O4	+NH4	438.357	31	1.03	0.497	1/1		
TTOF0765	C24H27N7O	+NH4	447.2574	26.99	1.11	0.561	1/1		
TTOF0766	C32H37N4O12S3	+H	766.1635	31.79	1.27	0.000	1/1		
TTOF0767	C19H24N2S	+H	313.1765	3.39	1.23	0.039	1/1		
TTOF0768	C19H24N2S	+H	313.173	5.07	1.17	0.177	1/1		
TTOF0769	C19H24N2S	+H	313.1768	32.26	0.96	0.704	1/1		
TTOF0770	C15H25NO3	+H	268.1887	7.84	1.06	0.317	1/1		
TTOF0771	C11H11N5	+H	214.1106	7.45	1.41	0.015	1/1		
TTOF0772	C11H11N5	+H	214.1103	28.41	1.15	0.081	1/1		
TTOF0773	C21H28O5	+H	361.1987	31.44	1.15	0.139	1/1		
TTOF0774	C21H26N2S2	+H	371.16	9.65	1.09	0.318	1/1		
TTOF0775	C18H28N2O4	+H	337.2167	13.04	1.30	0.001	1/1		
TTOF0776	C21H19F2N3O3	+H	400.1473	4.68	1.39	0.057	1/1		
TTOF0777	C21H19F2N3O3	+H	400.1427	27.69	1.22	0.051	1/1		
TTOF0778	C25H31NO6	+H	442.2233	3.24	0.97	0.831	1/1		
TTOF0779	C22H38O5	+H	383.2788	13.04	0.98	0.770	1/1		
TTOF0780	C12H20N4O7	+H	333.1411	13.48	1.15	0.178	1/1		
TTOF0781	C17H16FN3O2S	+H	346.1025	4.78	1.56	0.003	1/1		
TTOF0782	C17H16FN3O2S	+H	346.1022	13.08	1.07	0.133	1/1		
TTOF0783	C22H28F2O5	+H	411.196	32.44	1.09	0.324	1/1		
TTOF0784	C20H29FO3	+H	337.2127	3.78	0.06	0.000	1/16		
TTOF0785	C16H21N5O2	+H	316.1767	0.6	1.11	0.523	1/1		
TTOF0786	C21H23N7O2S	+H	438.1719	32.47	0.87	0.373	1/1		
TTOF0787	C15H13NO3	+H	256.0966	3.74	1.84	0.002	2/1		
TTOF0788	C15H13NO3	+H	256.0992	5.93	1.06	0.067	1/1		
TTOF0789	C15H22N2O	+H	247.1805	12.02	0.88	0.159	1/1		
TTOF0790	C15H22N2O	+H	247.1804	24.68	1.41	0.069	1/1		
TTOF0791	C19H17N5O2	+H	348.1423	25.55	1.04	0.642	1/1		
TTOF0792	C14H17N3O2S	+H	292.1086	28.81	1.26	0.010	1/1		
TTOF0793	C27H31N7OS	+H	502.2354	14.91	1.14	0.109	1/1		
TTOF0794	C27H37N3O7S	+H	548.2492	29.31	0.90	0.180	1/1		
TTOF0795	C20H19F2N3O5	+H	420.1304	6.51	1.12	0.457	1/1		
TTOF0796	C20H23NO4	+H	342.1691	0.59	2.72	0.007	4/1		
TTOF0797	C22H29N3O4S	+H	432.1896	14.95	0.97	0.811	1/1		
TTOF0798	C15H14N2O2	+H	255.1127	3.47	0.98	0.756	1/1		
TTOF0799	C9H12ClN5O	+H	242.0805	2.01	1.11	0.009	1/1		
TTOF0800	C14H10N4O5	+H	315.0768	31.05	1.03	0.337	1/1		
TTOF0801	C17H21NO3	+H	288.1597	2.31	1.19	0.013	1/1		
TTOF0802	C24H30O6	+H	415.2113	11.83	1.31	0.004	1/1		
TTOF0803	C24H30O6	+H	415.2117	27	1.34	0.012	1/1		
TTOF0804	C19H18N2O4S	+H	371.107	4.04	1.00	0.964	1/1		
TTOF0805	C19H18N2O4S	+H	371.1059	23.76	1.21	0.001	1/1		
TTOF0806	C19H18N2O4S	+H	371.1008	31.39	1.08	0.842	1/1		
TTOF0807	C19H18N2O4S	+H	371.1016	31.96	1.42	0.530	1/1		
TTOF0808	C19H18N2O4S	+H	371.1016	32.74	0.91	0.795	1/1		
TTOF0809	C19H18N2O4S	+H	371.1012	34.07	0.87	0.732	1/1		
TTOF0810	C24H26FNO4	+H	412.1958	18.18	1.12	0.221	1/1		
TTOF0811	C24H26FNO4	+H	412.1911	32.44	1.15	0.202	1/1		
TTOF0812	C16H25NO4	+H	296.1837	5.17	1.34	0.025	1/1		
TTOF0813	C22H22N2O4	+H	379.166	4.85	0.96	0.344	1/1		
TTOF0814	C22H22N2O4	+H	379.1652	7.68	1.40	0.004	1/1		
TTOF0815	C22H22N2O4	+H	379.1615	9.51	1.37	0.006	1/1		
TTOF0816	C22H22N2O4	+H	379.1651	25.55	1.08	0.838	1/1		
TTOF0817	C15H9FN2O3	+H	285.07	9.06	1.05	0.473	1/1		
TTOF0818	C20H25NO2S2	+H	376.14	13.77	1.17	0.018	1/1		
TTOF0819	C9H14N4O3	+H	227.1142	10.9	1.18	0.169	1/1		
TTOF0820	C25H25N5O4	+H	460.192	26.7	1.20	0.028	1/1		
TTOF0821	C10H17NOS	+H	200.1103	3.27	0.98	0.834	1/1		
TTOF0822	C12H11NO	+H	186.0886	3.39	0.95	0.789	1/1		
TTOF0823	C15H21N3O2S	+H	308.1404	9.28	1.29	0.005	1/1		
TTOF0824	C6H8N2	+H	109.0754	3.52	1.18	0.135	1/1		
TTOF0825	C6H8N2	+H	109.0755	4.85	1.76	0.028	2/1		
TTOF0826	C21H43N5O7	+H	478.3273	27.74	1.04	0.881	1/1		
TTOF0827	C16H20N6O	+H	313.1733	5.07	1.20	0.166	1/1		
TTOF0828	C16H20N6O	+H	313.174	12.32	4.57	0.000	4/1		
TTOF0829	C16H20N6O	+H	313.1772	32.27	0.97	0.774	1/1		
TTOF0830	C19H20FNO3	+H	330.1487	26.78	1.27	0.026	1/1		
TTOF0831	C24H32O7	+H	433.222	30.06	1.13	0.126	1/1		
TTOF0832	C13H15NO3	+H	234.1125	29.49	1.18	0.064	1/1		
TTOF0833	C13H15NO3	+H	234.1125	30.57	1.17	0.038	1/1		
TTOF0834	C12H13NO3	+H	220.0984	31.31	1.25	0.011	1/1		
TTOF0835	C8H11NO2	+H	154.0855	3.4	1.83	0.128	2/1		
TTOF0836	C8H11NO2	+H	154.086	31.66	0.21	0.037	1/4		
TTOF0837	C8H11NO2	+H	154.0859	31.72	0.14	0.000	1/4		
TTOF0838	C12H11N5	+H	226.1114	10.9	1.15	0.078	1/1		
TTOF0839	C8H13NO2	+H	156.1015	3.33	1.18	0.074	1/1		
TTOF0840	C15H12O2	+H	225.0915	10.98	1.08	0.176	1/1		
TTOF0841	C13H16N4O6	+H	325.1131	25.9	1.94	0.015	2/1		
TTOF0842	C15H24N2O2	+H	265.1912	2.17	1.20	0.113	1/1		
TTOF0843	C15H24N2O	+H	249.1963	1.55	0.96	0.596	1/1		
TTOF0844	C15H24N2O	+H	249.196	18.99	1.50	0.034	1/1		
TTOF0845	C21H24N4O2S	+H	397.1736	10.26	1.25	0.069	1/1		
TTOF0846	C26H24N8O2	+H	481.2147	12.79	0.28	0.000	1/4		
TTOF0847	C18H10F3NO3S2	+H	410.0126	29.75	0.37	0.010	1/2		
TTOF0848	C18H10F3NO3S2	+H	410.0126	30.02	0.69	0.011	1/1		
TTOF0849	C22H22F3N3O3	+H	434.1698	18.48	1.39	0.021	1/1		
TTOF0850	C21H24FN5O5S	+H	478.1589	8.57	1.11	0.301	1/1		
TTOF0851	C27H31FN6OS	+H	507.2315	14.93	1.06	0.154	1/1		
TTOF0852	C15H15N7O	+H	310.141	4.12	1.40	0.003	1/1		
TTOF0853	C30H22N4O2	+H	471.1799	14.58	7.96	0.000	16/1		
TTOF0854	C25H27N3O2S	+H	434.1953	27.82	1.24	0.075	1/1		
TTOF0855	C14H16ClN5O2S	+H	354.0787	5.67	1.12	0.325	1/1		
TTOF0856	C27H27N7O2S	+H	514.2009	7.15	1.19	0.324	1/1		
TTOF0857	C27H27N7O2S	+H	514.2063	8.74	1.26	0.032	1/1		
TTOF0858	C10H7NO2	+H	174.0574	4.43	1.55	0.005	1/1		
TTOF0859	C10H7NO2	+H	174.0528	13.41	1.10	0.072	1/1		
TTOF0860	C20H20N4O3	+H	365.1583	4.28	0.89	0.466	1/1		
TTOF0861	C28H31N5O	+H	454.2623	4.83	1.05	0.553	1/1		
TTOF0862	C27H31FN4O2	+H	463.2551	6.11	1.19	0.104	1/1		
TTOF0863	C20H21N5O4	+H	396.171	10.27	1.29	0.003	1/1		
TTOF0864	C22H20FN3O2	+H	378.1598	9.51	1.34	0.029	1/1		
TTOF0865	C24H18FN3O2	+H	400.1473	4.07	0.35	0.001	1/4		
TTOF0866	C24H18FN3O2	+H	400.1472	4.68	1.39	0.056	2/1		
TTOF0867	C24H18FN3O2	+H	400.1427	27.69	1.22	0.060	1/1		
TTOF0868	C12H17N3O3S	+H	284.1099	21.32	1.16	0.202	1/1		
TTOF0869	C31H38N8O3	+H	571.3095	14.79	1.24	0.062	1/1		
TTOF0870	C12H7N3O2S	+H	258.033	6.29	1.24	0.057	1/1		
TTOF0871	C7H15N	+H	114.1272	12.32	5.60	0.000	4/1		
TTOF0872	C26H22FN7O3	+H	500.1895	24.39	1.12	0.007	1/1		
TTOF0873	C17H18F3N3O3	+H	370.1372	28.14	1.09	0.043	1/1		
TTOF0874	C20H21FN6O5	+H	445.1603	5.23	1.23	0.005	1/1		
TTOF0875	C22H24N2O8	+H	445.1602	5.23	1.22	0.008	1/1		
TTOF0876	C20H22O8		390.1269	26.96	0.96	0.665	1/1		
TTOF0877	C25H27NO2	+H	374.2115	18.53	1.12	0.037	1/1		
TTOF0878	C18H17NO4	+H	312.1239	5.6	1.17	0.280	1/1		
TTOF0879	C18H17NO4	+H	312.123	21.26	1.12	0.011	1/1		
TTOF0880	C18H16FN3O	+H	310.1342	16.77	1.14	0.161	1/1		
TTOF0881	C36H39NO5	+H	566.2917	7.75	0.80	0.036	1/1		
TTOF0882	C19H20N2O2	+H	309.1599	4.42	0.66	0.012	1/1		
TTOF0883	C11H6F3NO2S	+H	274.0156	32.26	0.83	0.482	1/1		
TTOF0884	C20H16N6S	+H	373.1286	27.4	1.12	0.323	1/1		
TTOF0885	C24H23N3O5	+H	434.1701	12.73	1.13	0.022	1/1		
TTOF0886	C34H34F2N4O6	+H	633.2555	31.15	1.09	0.410	1/1		
TTOF0887	C9H9N3O2	+H	192.0781	6.9	1.23	0.035	1/1		
TTOF0888	C9H9N3O2	+H	192.075	20.56	1.19	0.089	1/1		
TTOF0889	C21H20N4O3	+H	377.1599	22.76	1.20	0.003	1/1		
TTOF0890	C26H33NO2	+H	392.2585	28.9	1.08	0.425	1/1		
TTOF0891	C8H10FN3O3S	+H	248.05	2.01	1.11	0.458	1/1		
TTOF0892	C8H10FN3O3S	+H	248.0487	22.93	1.17	0.566	1/1		
TTOF0893	C29H31N7O	+H	494.2657	18.09	1.04	0.445	1/1		
TTOF0894	C12H22O11	+H	343.1204	8.02	1.42	0.003	1/1		
TTOF0895	C18H18N2O3	+H	311.143	4.12	1.36	0.006	1/1		
TTOF0896	C18H18N2O3	+H	311.1379	7.1	1.29	0.011	1/1		
TTOF0897	C11H14ClN	+H	196.0888	3.56	1.08	0.310	1/1		
TTOF0898	C16H14N2O3	+H	283.1076	31	1.46	0.004	1/1		
TTOF0899	C14H25N3O9	+H	380.1665	27.68	0.93	0.698	1/1		
TTOF0900	C16H16O5	+H	289.1067	3.26	1.48	0.005	1/1		
TTOF0901	C16H16O5	+H	289.1081	7.45	1.49	0.054	1/1		
TTOF0902	C16H16O5	+H	289.1071	9.58	1.38	0.015	1/1		
TTOF0903	C26H24ClN3O3	+H	462.1575	14.56	1.17	0.032	1/1		
TTOF0904	C16H16N2OS	+H	285.1086	4.01	1.22	0.014	1/1		
TTOF0905	C16H16N2OS	+H	285.1037	14.96	1.20	0.001	1/1		
TTOF0906	C16H10N2O2	+H	263.0813	10.67	1.15	0.118	1/1		
TTOF0907	C17H11F6N7O	+H	444.1046	4.05	1.41	0.030	1/1		
TTOF0908	C21H27N7O	+H	394.2313	12.87	1.18	0.082	1/1		
TTOF0909	C21H27N7O	+H	394.237	31.56	0.10	0.000	1/16		
TTOF0910	C23H27ClO7	+H	451.1514	13.01	1.16	0.193	1/1		
TTOF0911	C22H29N7O5	+H	472.2297	3.49	1.07	0.433	1/1		
TTOF0912	C19H16N8O	+H	373.1569	18.85	0.55	0.000	1/2		
TTOF0913	C19H16N8O	+H	373.1569	31.61	0.90	0.452	1/1		
TTOF0914	C19H17N3O3	+H	336.1341	24.39	1.12	0.097	1/1		
TTOF0915	C16H13FN2O2	+H	285.1049	18.04	0.72	0.061	1/1		
TTOF0916	C15H12N2O	+H	237.1023	11.39	1.18	0.183	1/1		
TTOF0917	C34H36FN5O2	+H	566.2928	7.75	0.79	0.017	1/1		
TTOF0918	C22H18FN3O2	+H	376.1408	13.77	1.26	0.008	1/1		
TTOF0919	C21H19F4N7	+H	446.1698	6.37	1.32	0.007	1/1		
TTOF0920	C21H19F4N7	+H	446.1721	9.04	1.27	0.023	1/1		
TTOF0921	C21H19F4N7	+H	446.1655	14.76	1.27	0.008	1/1		
TTOF0922	C16H13NO2	+H	252.1052	5.53	1.41	0.019	1/1		
TTOF0923	C16H13NO2	+H	252.0994	8.53	1.12	0.147	1/1		
TTOF0924	C16H13NO2	+H	252.102	13.34	1.17	0.108	1/1		
TTOF0925	C23H28N8OS	+H	465.2177	5.67	0.94	0.474	1/1		
TTOF0926	C20H22N2O5	+H	371.1599	9.65	1.09	0.309	1/1		
TTOF0927	C16H15NO2	+H	254.1207	4.11	1.60	0.009	1/1		
TTOF0928	C17H15FN2O3	+H	315.115	22.32	1.03	0.784	1/1		
TTOF0929	C17H15FN2O3	+H	315.1139	24.44	1.02	0.787	1/1		
TTOF0930	C17H15FN2O3	+H	315.1157	31.59	1.21	0.173	1/1		
TTOF0931	C20H31N3O2S2	+H	410.1984	18.19	1.19	0.232	1/1		
TTOF0932	C24H27N5O3	+H	434.2179	6.07	1.19	0.035	1/1		
TTOF0933	C24H27N5O3	+H	434.2243	22.78	1.09	0.033	1/1		
TTOF0934	C25H30N6O	+H	431.2612	12.39	0.52	0.000	1/2		
TTOF0935	C19H14F3N3O3	+H	390.1058	26.12	1.17	0.086	1/1		
TTOF0936	C27H26N4O2S	+H	471.1803	14.58	8.20	0.000	16/1		
TTOF0937	C24H25F3N6S	+H	487.1856	5.56	1.43	0.000	1/1		
TTOF0938	C24H25F3N6S	+H	487.1857	8.46	1.15	0.045	1/1		
TTOF0939	C19H16N2O2S2	+H	369.0726	5.56	0.85	0.347	1/1		
TTOF0940	C19H24N8	+H	365.2162	6.51	1.17	0.229	1/1		
TTOF0941	C21H21N3O2S	+H	380.1426	14.83	1.17	0.005	1/1		
TTOF0942	C26H27N5O2	+H	442.2234	3.24	0.97	0.841	1/1		
TTOF0943	C26H27N5O2	+H	442.2304	6.71	1.12	0.010	1/1		
TTOF0944	C22H22FN3O3	+H	396.1664	6.29	1.59	0.005	1/1		
TTOF0945	C22H22FN3O3	+H	396.1702	6.71	1.16	0.096	1/1		
TTOF0946	C19H23N9O	+H	394.2097	12.35	1.13	0.110	1/1		
TTOF0947	C19H23N9O	+H	394.2107	16.79	1.15	0.141	1/1		
TTOF0948	C23H25N3O3S	+H	424.1735	26.33	0.95	0.233	1/1		
TTOF0949	C26H35N7O2S	+H	510.2641	3.66	1.05	0.512	1/1		
TTOF0950	C12H15N3O2	+H	234.1239	1.94	1.12	0.077	1/1		
TTOF0951	C18H18N4	+H	291.1604	2.24	1.16	0.379	1/1		
TTOF0952	C15H13N5OS	+H	312.0905	31.22	1.19	0.013	1/1		
TTOF0953	C15H19N7O3S	+H	378.1369	13.77	1.20	0.010	1/1		
TTOF0954	C15H19N7O3S	+H	378.1343	27.8	1.21	0.139	1/1		
TTOF0955	C14H12N4OS	+H	285.0803	23.71	1.03	0.713	1/1		
TTOF0956	C18H25N5S2	+H	376.1572	22.76	1.26	0.001	1/1		
TTOF0957	C21H18FN5O	+H	376.1621	9.51	1.30	0.066	1/1		
TTOF0958	C12H11NO3	+H	218.0811	3.79	1.24	0.014	1/1		
TTOF0959	C19H16N2O5	+H	353.1129	13.34	0.94	0.004	1/1		
TTOF0960	C23H20N6O	+H	397.1746	10.26	1.29	0.063	1/1		
TTOF0961	C14H16N2O2S	+Na	299.0823	13.34	0.98	0.266	1/1		
TTOF0962	C20H12N2O3S	+Na	383.046	13.06	1.36	0.081	1/1		
TTOF0963	C20H12N2O3S	+Na	383.0469	19.13	1.16	0.023	1/1		
TTOF0964	C17H12N2O2	+Na	299.079	14.19	1.27	0.104	1/1		
TTOF0965	C17H12N2O2	+Na	299.0787	6	1.08	0.819	1/1		
TTOF0966	C17H12N2O2	+Na	299.0833	10	1.36	0.064	1/1		
TTOF0967	C17H12N2O2	+Na	299.0792	23.27	1.37	0.000	1/1		
TTOF0968	C19H26O3	+Na	325.177	6.07	1.27	0.044	1/1		
TTOF0969	C19H20N4O2	+Na	359.1428	17.22	0.97	0.692	1/1		
TTOF0970	C19H20N4O2	+Na	359.1496	31.73	1.20	0.052	1/1		
