feature_id	mz	rt	adduct	formula	fold_change	p_value	ratio	is_differential
QEHF0555	341.1074	5.46	[M-H]+	C17H16N4O2S	1.125034937	0.047995466	1\1	0
QEHF0556	307.0461	27.02	[M-H]+	C15H14O3S2	0.941301798	0.354420367	1\1	0
QEHF0557	457.1769	27.46	[M-H]+	C27H24N2O5	0.930728541	0.552366973	1\1	0
QEHF0558	308.1284	16.44	[M-H]+	C19H17NO3	0.855326261	0.147038059	1\1	0
QEHF0559	516.1956	9.27	[M-H]+	C24H30ClN7O2S	0.769825682	0.022814399	1\1	0
QEHF0560	235.0539	12.7	[M-H]+	C11H10N2O2S	0.993984636	0.937726646	1\1	0
QEHF0561	461.2417	12.5	[M-H]+	C24H28N8O2	1.066281963	0.406197736	1\1	0
QEHF0562	391.0094	20.82	[M-H]+	C17H12BrFN2O3	0.982008989	0.856995826	1\1	0
QEHF0563	566.2912	25.53	[M-H]+	C34H36FN5O2	0.778336295	0.004697528	1\1	0
QEHF0564	514.1702	6.46	[M-H]+	C23H27N7O3S2	1.06477105	0.02659018	1\1	0
QEHF0565	447.2248	21.31	[M-H]+	C22H30N4O6	1.002983348	0.942060579	1\1	0
QEHF0566	455.0601	31.37	[M-H]+	C18H13ClF6N2O3	0.920094878	0.491671566	1\1	0
QEHF0567	391.1858	4.57	[M-H]+	C19H21F3N6	0.885231377	0.124910543	1\1	0
QEHF0568	504.9956	31.7	[M-H]+	C22H20Br2N2O2	0.94338057	0.59058277	1\1	0
QEHF0569	385.214	10.33	[M-H]+	C23H24N6	0.925377022	0.274817953	1\1	0
QEHF0570	372.102	4.93	[M-H]+	C18H17N3O4S	0.950981756	0.322321423	1\1	0
QEHF0571	370.2129	14.09	[M-H]+	C21H27N3O3	0.907602357	0.169970829	1\1	0
QEHF0572	487.1672	4.03	[M-H]+	C25H28Cl2N4O2	0.904562272	0.173456431	1\1	0
QEHF0573	360.0348	7.89	[M-H]+	C16H14BrN3O2	1.083201858	0.02643286	1\1	0
QEHF0574	363.1621	21.93	[M-H]+	C21H19FN4O	0.955983571	0.344029732	1\1	0
QEHF0575	429.1478	17.54	[M-H]+	C23H17FN6O2	0.968624603	0.732290583	1\1	0
QEHF0576	446.1722	5.56	[M-H]+	C21H19F4N7	1.072621363	0.277129257	1\1	0
QEHF0577	318.1131	21.45	[M-H]+	C20H15NO3	0.973430582	0.657897096	1\1	0
QEHF0578	275.108	3.54	[M-H]+	C13H20Cl2N2	0.964255459	0.227821707	1\1	0
QEHF0579	348.153	13.39	[M-H]+	C20H23ClFNO	1.006359733	0.928867376	1\1	0
QEHF0580	344.1876	4.75	[M-H]+	C21H21N5	1.04346451	0.44890236	1\1	0
QEHF0581	378.1078	4.06	[M-H]+	C21H16FN3OS	1.058333753	0.272895625	1\1	0
QEHF0582	384.1131	7.92	[M-H]+	C18H17N5O3S	1.228945602	0.001650488	1\1	0
QEHF0583	324.0671	29.25	[M-H]+	C16H12F3NOS	0.926519549	0.592786745	1\1	0
QEHF0584	252.1023	25.51	[M-H]+	C16H13NO2	0.914005991	0.112069135	1\1	0
QEHF0585	334.0759	6.84	[M-H]+	C16H13ClFN3O2	0.637059032	0.000897651	1\2	1
QEHF0586	465.2192	5.58	[M-H]+	C23H28N8OS	0.709180871	0.000990979	1\1	0
QEHF0587	376.1574	22.13	[M-H]+	C21H18FN5O	1.05633733	0.21132457	1\1	0
QEHF0588	483.2316	32.48	[M-H]+	C26H34N2O5Si	0.988169068	0.837994095	1\1	0
QEHF0589	376.0887	3.78	[M-H]+	C15H18BrN7	0.985857044	0.650031427	1\1	0
QEHF0590	283.0306	26.15	[M-H]+	C12H11ClN2O2S	1.028762483	0.221431297	1\1	0
QEHF0591	254.118	32.11	[M-H]+	C16H15NO2	1.269758829	0.196533801	1\1	0
QEHF0592	449.1692	29.15	[M-H]+	C23H23F3N2O4	0.953327582	0.400173328	1\1	0
QEHF0593	315.1142	14.61	[M-H]+	C17H15FN2O3	1.033817213	0.536338593	1\1	0
QEHF0594	532.2739	20.04	[M-H]+	C32H38ClN3O2	1.068966692	0.508224349	1\1	0
QEHF0595	493.9543	26.94	[M-H]+	C19H15Br2N3O3	0.966482602	0.43314382	1\1	0
QEHF0596	336.171	7.3	[M-H]+	C20H21N3O2	1.009446087	0.858658346	1\1	0
QEHF0597	356.122	31.09	[M-H]+	C16H16F3N3O3	0.906790735	0.298285807	1\1	0
QEHF0598	410.1935	32.46	[M-H]+	C20H31N3O2S2	0.963261434	0.658981712	1\1	0
QEHF0599	315.1343	4.29	[M-H]+	C17H18N2O4	0.985840777	0.726340767	1\1	0
QEHF0600	434.2195	15.32	[M-H]+	C24H27N5O3	0.993545	0.905782086	1\1	0
QEHF0601	372.127	27.31	[M-H]+	C20H21NO4S	0.840594969	0.045161868	1\1	0
QEHF0602	283.1808	10.22	[M-H]+	C18H22N2O	0.831722757	0.012429506	1\1	0
QEHF0603	325.9712	5.47	[M-H]+	C10H8BrN5OS	1.012332591	0.78803218	1\1	0
QEHF0604	463.9745	29.84	[M-H]+	C18H15Cl4N3OS	0.90850382	0.150599032	1\1	0
QEHF0605	366.0647	16.14	[M-H]+	C16H15NO7S	0.944231084	0.678672938	1\1	0
QEHF0606	321.048	10.74	[M-H]+	C13H12N4O2S2	0.824942131	0.017489257	1\1	0
QEHF0607	425.1172	12.98	[M-H]+	C22H20N2O5S	1.01243213	0.853364822	1\1	0
QEHF0608	299.1029	23.11	[M-H]+	C16H14N2O4	0.978558936	0.684962248	1\1	0
QEHF0609	486.1712	4.75	[M-H]+	C24H25ClFN5O3	1.006019786	0.931884395	1\1	0
QEHF0610	508.1386	6.3	[M-H]+	C21H20F3N7O3S	1.020917343	0.51022032	1\1	0
QEHF0611	431.2563	5.14	[M-H]+	C25H30N6O	1.121698222	0.219574316	1\1	0
QEHF0612	451.215	10.79	[M-H]+	C25H27FN4O3	1.051378014	0.530625551	1\1	0
QEHF0613	441.038	8.75	[M-H]+	C17H15BrF2N4O3	1.053474861	0.134328915	1\1	0
QEHF0614	332.2011	13.71	[M-H]+	C23H25NO	0.705061491	0.023081762	1\1	0
QEHF0615	282.1127	11.5	[M-H]+	C17H15NO3	0.980287663	0.832588084	1\1	0
QEHF0616	792.491	31.55	[M-H]+	C43H69NO12	1.016859115	0.886273759	1\1	0
QEHF0617	399.1458	4.63	[M-H]+	C23H18N4O3	0.976589967	0.618028364	1\1	0
QEHF0618	352.1411	3.73	[M-H]+	C18H17N5O3	1.027869229	0.606363882	1\1	0
QEHF0619	235.1015	5.32	[M-H]+	C11H14N4S	0.713690779	0.09537884	1\1	0
QEHF0620	470.133	15.75	[M-H]+	C24H18F3N3O4	1.00972246	0.867920121	1\1	0
QEHF0621	370.167	3.42	[M-H]+	C22H19N5O	0.935333264	0.173894947	1\1	0
QEHF0622	372.1496	3.99	[M-H]+	C18H21N5O2S	1.136303342	0.104756571	1\1	0
QEHF0623	432.1065	4.88	[M-H]+	C20H19ClFN5OS	1.311976919	0.001901916	1\1	0
QEHF0624	320.1624	8.28	[M-H]+	C17H17N7	0.987892534	0.756947746	1\1	0
QEHF0625	239.118	27.62	[M-H]+	C15H14N2O	1.005524538	0.946284011	1\1	0
QEHF0626	470.177	14.37	[M-H]+	C25H23N7OS	1.183257503	0.066951169	1\1	0
QEHF0627	414.0492	23.3	[M-H]+	C17H14ClF2N3O3S	0.972925266	0.536864664	1\1	0
QEHF0628	309.1058	30.76	[M-H]+	C18H16N2OS	0.922804443	0.159300895	1\1	0
QEHF0629	393.2289	12.79	[M-H]+	C23H28N4O2	1.187032155	0.017481601	1\1	0
QEHF0630	359.1477	28.24	[M-H]+	C19H20N4O2	1.008576444	0.77353591	1\1	0
QEHF0631	442.123	20.99	[M-H]+	C19H18F3N3O6	1.07019089	0.31465362	1\1	0
QEHF0632	467.0676	27.88	[M-H]+	C22H18N4O2S3	0.846952389	0.025945886	1\1	0
QEHF0633	520.2235	12.83	[M-H]+	C27H30ClN7O2	1.082132157	0.318972856	1\1	0
QEHF0634	487.1896	4.61	[M-H]+	C24H25F3N6S	1.053029562	0.309656425	1\1	0
QEHF0635	366.139	26.69	[M-H]+	C19H19N5OS	1.099193295	0.046267625	1\1	0
QEHF0636	473.1112	28.71	[M-H]+	C25H20N4O2S2	0.916549586	0.020459	1\1	0
QEHF0637	335.1119	20.4	[M-H]+	C16H13F3N4O	0.976239684	0.742541317	1\1	0
QEHF0638	299.0829	12.81	[M-H]+	C14H16N2O2S	1.775653058	0.003855772	2\1	1
QEHF0639	355.2246	9.21	[M-H]+	C19H26N6O	1.079769868	0.217386057	1\1	0
QEHF0640	306.1353	6.52	[M-H]+	C17H15N5O	0.998738429	0.945216067	1\1	0
QEHF0641	419.2447	6.5	[M-H]+	C25H30N4O2	0.886341852	0.001195457	1\1	0
QEHF0642	429.0825	5.28	[M-H]+	C17H21ClN4O3S2	1.110560258	0.043075931	1\1	0
QEHF0643	365.2204	3.29	[M-H]+	C19H24N8	1.132499303	0.034857764	1\1	0
QEHF0644	570.2449	13.27	[M-H]+	C28H30F3N7O3	1.14366238	0.082254933	1\1	0
QEHF0645	511.1598	27.09	[M-H]+	C26H21F3N4O4	1.168547135	0.002909182	1\1	0
QEHF0646	538.1702	13.49	[M-H]+	C25H27N7O3S2	1.081810099	0.038077929	1\1	0
QEHF0647	380.1434	14.76	[M-H]+	C21H21N3O2S	0.974627473	0.70068356	1\1	0
QEHF0648	279.1707	9.41	[M-H]+	C15H22N2O3	0.716539936	0.00029602	1\1	0
QEHF0649	614.269	9.04	[M-H]+	C30H40ClN7O3S	0.953220676	0.369976933	1\1	0
QEHF0650	440.0284	20.95	[M-H]+	C17H18BrN3O4S	0.998830139	0.989875443	1\1	0
QEHF0651	569.2495	13.46	[M-H]+	C29H31F3N6O3	1.183310569	0.006259019	1\1	0
QEHF0652	348.057	27.84	[M-H]+	C14H7F6N3O	0.960146992	0.576762421	1\1	0
QEHF0653	316.0853	7.18	[M-H]+	C16H14ClN3O2	1.027136852	0.085172452	1\1	0
QEHF0654	403.09	5.72	[M-H]+	C18H18N4O3S2	1.02628762	0.632113013	1\1	0
QEHF0655	446.1979	6.61	[M-H]+	C20H27N7O3S	1.213472931	3.86E-05	1\1	0
QEHF0656	406.1337	31.98	[M-H]+	C21H19N5O2S	0.979844061	0.734833817	1\1	0
QEHF0657	416.1723	6.35	[M-H]+	C23H21N5O3	1.077392382	0.007620107	1\1	0
QEHF0658	377.0728	27.67	[M-H]+	C18H17ClN2O3S	1.005563089	0.902349296	1\1	0
QEHF0659	384.0841	24.47	[M-H]+	C19H17N3O2S2	1.056221073	0.01624595	1\1	0
QEHF0660	580.2931	28.08	[M-H]+	C34H37N5O4	0.923607268	0.163353379	1\1	0
QEHF0661	400.1	15.36	[M-H]+	C19H18ClN5OS	0.807755919	0.005892478	1\1	0
QEHF0662	383.0467	12.58	[M-H]+	C20H12N2O3S	0.945535106	0.147141394	1\1	0
QEHF0663	396.1724	10.08	[M-H]+	C22H22FN3O3	0.988411464	0.819384414	1\1	0
QEHF0664	446.1356	31.22	[M-H]+	C24H19N3O6	0.906924447	0.176868592	1\1	0
QEHF0665	441.2295	6.66	[M-H]+	C27H28N4O2	0.995055539	0.846518314	1\1	0
QEHF0666	461.1593	25.98	[M-H]+	C26H19F3N4O	0.981102136	0.600738409	1\1	0
QEHF0667	570.1933	3.66	[M-H]+	C29H27N7O4S	1.031456873	0.435547637	1\1	0
QEHF0668	478.9843	31.35	[M-H]+	C17H14ClF2IN2O2	0.941253306	0.498074913	1\1	0
QEHF0669	281.0327	18.34	[M-H]+	C12H9ClN2O4	1.06680271	0.335250761	1\1	0
QEHF0670	486.2623	4	[M-H]+	C27H31N7O2	0.852949368	0.002568535	1\1	0
QEHF0671	380.1975	3.61	[M-H]+	C22H25N3O3	1.086197029	0.038903554	1\1	0
QEHF0672	394.2106	5.01	[M-H]+	C19H23N9O	1.012429341	0.616661156	1\1	0
QEHF0673	369.1023	22.36	[M-H]+	C18H16N4O3S	1.033552139	0.669718892	1\1	0
QEHF0674	370.188	21.35	[M-H]+	C19H23N5O3	0.957845739	0.406308438	1\1	0
QEHF0675	457.1914	26.62	[M-H]+	C23H28N4O4S	1.035347558	0.014525111	1\1	0
QEHF0676	589.3107	4.59	[M-H]+	C27H40N8O7	0.985969399	0.771066124	1\1	0
QEHF0677	249.0887	3.77	[M-H]+	C13H8N6	0.998769234	0.969402161	1\1	0
QEHF0678	451.0042	30.37	[M-H]+	C18H12Cl2N4O4S	0.98035529	0.752058904	1\1	0
QEHF0679	545.9497	31.3	[M-H]+	C22H15Br2N3O4	1.025214458	0.877253788	1\1	0
QEHF0680	636.4969	3.34	[M-H]+	C37H61N7O2	0.573698827	0.005903622	1\2	1
QEHF0681	497.2482	31.7	[M-H]+	C28H36N2O4S	0.918020463	0.277944426	1\1	0
QEHF0682	424.1695	16.31	[M-H]+	C23H25N3O3S	1.017561183	0.71045253	1\1	0
QEHF0683	462.2169	22.25	[M-H]+	C23H24FN9O	1.113812806	0.439046975	1\1	0
QEHF0684	333.1702	32.18	[M-H]+	C20H20N4O	0.947390458	0.434620476	1\1	0
QEHF0685	443.0504	31.09	[M-H]+	C21H16Cl2N4OS	0.903032697	0.001270002	1\1	0
QEHF0686	522.1602	23.31	[M-H]+	C29H23N5O3S	1.050919095	0.188083447	1\1	0
QEHF0687	382.1992	3.38	[M-H]+	C19H23N7O2	0.973352846	0.712933406	1\1	0
QEHF0688	538.3246	16.84	[M-H]+	C26H43N5O7	0.781633561	4.18E-05	1\1	0
QEHF0689	299.0796	13.89	[M-H]+	C17H12N2O2	0.82288838	0.000151659	1\1	0
QEHF0690	397.132	13.36	[M-H]+	C22H21ClN2O3	0.990971807	0.860167549	1\1	0
QEHF0691	150.0777	0.57	[M-H]+	C6H7N5	1.01755633	0.591469604	1\1	0
QEHF0692	415.2749	18.8	[M-H]+	C28H34N2O	1.043519614	0.591492199	1\1	0
QEHF0693	224.0063	5.35	[M-H]+	C7H5N5S2	0.972920018	0.669038304	1\1	0
QEHF0694	234.124	0.58	[M-H]+	C12H15N3O2	1.005968551	0.887774729	1\1	0
QEHF0695	466.2348	7.59	[M-H]+	C26H31N3O5	1.129538448	0.001674691	1\1	0
QEHF0696	506.1106	16.37	[M-H]+	C25H17F2N5O3S	1.113017983	0.038349421	1\1	0
QEHF0697	291.1607	0.58	[M-H]+	C18H18N4	0.910409605	0.026011126	1\1	0
QEHF0698	466.2458	8.64	[M-H]+	C25H31N5O4	0.985269222	0.254266096	1\1	0
QEHF0699	280.0852	6.77	[M-H]+	C13H14ClN3O2	0.83948272	0.026209277	1\1	0
QEHF0700	312.0918	5.67	[M-H]+	C15H13N5OS	1.00777565	0.838560444	1\1	0
QEHF0701	405.2655	3.33	[M-H]+	C25H32N4O	1.219866841	0.035470823	1\1	0
QEHF0702	581.157	6.67	[M-H]+	C23H26FN6O9P	1.061395677	0.150262338	1\1	0
QEHF0703	501.1618	21.99	[M-H]+	C26H29ClN2O4S	0.915945246	0.288890969	1\1	0
QEHF0704	371.1067	24.45	[M-H]+	C19H18N2O4S	0.881227675	0.010326435	1\1	0
QEHF0705	499.2284	4	[M-H]+	C28H30N6OS	0.886828908	0.037533558	1\1	0
QEHF0706	551.1891	3.71	[M-H]+	C26H31BrN8O	0.973768128	0.614540187	1\1	0
QEHF0707	513.2369	21.64	[M-H]+	C29H31F3N2O3	0.790663098	0.119126563	1\1	0
QEHF0708	452.1701	17.2	[M-H]+	C24H20F3N5O	1.013741365	0.639409664	1\1	0
QEHF0709	431.0519	10.4	[M-H]+	C18H15ClN6OS2	1.019213595	0.803239293	1\1	0
QEHF0710	442.0813	25.98	[M-H]+	C21H20ClF2O4S	1.168735423	0.002654892	1\1	0
QEHF0711	378.135	5.5	[M-H]+	C15H19N7O3S	1.047316923	0.362864138	1\1	0
QEHF0712	528.2506	7.75	[M-H]+	C31H33N3O5	1.059491467	0.025378193	1\1	0
QEHF0713	406.1855	4.34	[M-H]+	C20H22F3N5O	0.836628559	0.029315073	1\1	0
QEHF0714	392.2338	8.94	[M-H]+	C24H29N3O2	0.935258209	0.269820053	1\1	0
QEHF0715	371.0355	28.9	[M-H]+	C19H12N2O2Cl2	0.958013199	0.717115235	1\1	0
QEHF0716	470.1877	11.35	[M-H]+	C23H25ClFN7O	1.068844579	0.119127713	1\1	0
QEHF0717	321.0986	3.81	[M-H]+	C15H14F2N4S	1.012232623	0.823462597	1\1	0
QEHF0718	285.0808	3.27	[M-H]+	C14H12N4OS	1.267985968	0.025712409	1\1	0
QEHF0719	433.0725	31.36	[M-H]+	C21H18Cl2N2O4	0.945951474	0.611094905	1\1	0
QEHF0720	464.2778	3.6	[M-H]+	C25H33N7O2	1.031510696	0.623326233	1\1	0
QEHF0721	521.1309	11.18	[M-H]+	C25H25BrN6O2	1.066915809	0.310409508	1\1	0
QEHF0722	338.178	5.8	[M-H]+	C19H20FN5	0.984119856	0.707034531	1\1	0
QEHF0723	272.0349	14.94	[M-H]+	C9H7ClFN5O2	1.065909315	0.48833791	1\1	0
QEHF0724	491.106	12.97	[M-H]+	C23H21Cl2FN4O3	1.016013241	0.720625131	1\1	0
QEHF0725	486.0967	7.69	[M-H]+	C20H17Cl2N9O2	0.950890076	0.047275171	1\1	0
QEHF0726	439.2235	30.56	[M-H]+	C25H30N2O5	0.986971431	0.789858956	1\1	0
QEHF0727	376.1631	9.44	[M-H]+	C18H25N5S2	0.855516829	0.126618679	1\1	0
QEHF0728	383.1757	28.06	[M-H]+	C25H22N2O2	0.945885083	0.30176582	1\1	0
QEHF0729	533.228	18.22	[M-H]+	C29H27F3N6O	1.26849887	0.004437614	1\1	0
QEHF0730	524.3355	13.29	[M-H]+	C28H41N7O3	0.918123898	0.252120655	1\1	0
QEHF0731	313.1746	4.9	[M-H]+	C19H24N2S	0.948902594	0.169557502	1\1	0
QEHF0732	407.2218	0.58	[M-H]+	C18H34N2O6S	0.264723889	4.8E-06	1\4	1
QEHF0733	278.1907	12.33	[M-H]+	C20H23N	0.545650975	1.63E-05	1\2	1
QEHF0734	416.2801	14.58	[M-H]+	C25H37NO4	0.919292576	0.141892302	1\1	0
QEHF0735	368.1742	0.58	[M-H]+	C18H26ClN3O3	1.255760855	0.26615602	1\1	0
QEHF0736	422.177	5.95	[M-H]+	C25H24FNO4	0.916575678	0.018079804	1\1	0
QEHF0737	316.1774	0.58	[M-H]+	C16H21N5O2	1.000045399	0.998773598	1\1	0
QEHF0738	256.0972	3.73	[M-H]+	C15H13NO3	1.093942558	0.108591422	1\1	0
QEHF0739	348.146	3.29	[M-H]+	C19H17N5O2	1.025783502	0.75527986	1\1	0
QEHF0740	292.1118	3.28	[M-H]+	C14H17N3O2S	2.311628353	0.000741057	2\1	1
QEHF0741	502.2373	15.01	[M-H]+	C27H31N7OS	0.940981554	0.477053517	1\1	0
QEHF0742	367.1673	10.07	[M-H]+	C22H18N6	1.089390282	0.359213891	1\1	0
QEHF0743	475.1151	20.59	[M-H]+	C22H24BrFN4O2	0.905184678	0.017179532	1\1	0
QEHF0744	282.1605	11.02	[M-H]+	C17H19N3O	0.994844688	0.969231744	1\1	0
QEHF0745	329.1535	3.33	[M-H]+	C15H24N2O4S	0.960810453	0.599309629	1\1	0
QEHF0746	415.212	22.6	[M-H]+	C24H30O6	0.896878075	0.075618203	1\1	0
QEHF0747	415.212	11.56	[M-H]+	C24H30O6	0.931763421	0.451204464	1\1	0
QEHF0748	371.1068	23.35	[M-H]+	C19H18N2O4S	0.945296056	0.058534309	1\1	0
QEHF0749	847.4477	26.96	[M-H]+	C46H62N4O11	1.106075614	0.071660145	1\1	0
QEHF0750	296.1843	5.2	[M-H]+	C16H25NO4	0.930493883	0.184193507	1\1	0
QEHF0751	304.2024	3.28	[M-H]+	C17H25N3O2	0.911090735	0.15532298	1\1	0
QEHF0752	379.1652	27.6	[M-H]+	C22H22N2O4	1.032698778	0.636976035	1\1	0
QEHF0753	390.1563	16.01	[M-H]+	C18H20FN5O4	1.136456091	0.131116353	1\1	0
QEHF0754	245.1401	3.27	[M-H]+	C13H16N4O	0.835491469	0.029127818	1\1	0
QEHF0755	245.14	4.66	[M-H]+	C13H16N4O	1.113431298	0.067131547	1\1	0
QEHF0756	200.1108	0.58	[M-H]+	C10H17NOS	0.979913024	0.58657513	1\1	0
QEHF0757	461.1615	27.86	[M-H]+	C21H30Cl2N2O5	0.889988573	0.12436651	1\1	0
QEHF0758	359.2447	3.26	[M-H]+	C20H30N4O2	1.751550449	0.001920981	2\1	1
QEHF0759	302.1755	0.58	[M-H]+	C18H23NO3	1.012374762	0.840458601	1\1	0
QEHF0760	328.1582	0.58	[M-H]+	C16H25NO4S	0.974808561	0.526918863	1\1	0
QEHF0761	475.2462	3.92	[M-H]+	C26H30N6O3	1.066766188	0.341175892	1\1	0
QEHF0762	485.1903	8.42	[M-H]+	C24H29ClN6OS	0.917065744	0.097728185	1\1	0
QEHF0763	527.3142	8.19	[M-H]+	C31H38N6O2	0.911461183	0.005263765	1\1	0
QEHF0764	527.3141	9.76	[M-H]+	C31H38N6O2	1.058009675	0.189353179	1\1	0
QEHF0765	507.2349	4.11	[M-H]+	C27H31FN6OS	0.977029497	0.412451523	1\1	0
QEHF0766	334.065	4.48	[M-H]+	C18H11N3O2S	1.021391162	0.660638123	1\1	0
QEHF0767	310.1415	4.1	[M-H]+	C15H15N7O	0.971930087	0.67622176	1\1	0
QEHF0768	441.2756	10.51	[M-H]+	C27H32N6	1.466936674	0.025295432	1\1	0
QEHF0769	400.1474	4.08	[M-H]+	C24H18FN3O2	0.231719371	2.21E-06	1\4	1
QEHF0770	258.0336	6.16	[M-H]+	C12H7N3O2S	1.088232255	0.042387805	1\1	0
QEHF0771	338.0868	0.58	[M-H]+	C15H20BrN3O	0.98995218	0.790339166	1\1	0
QEHF0772	312.171	15.34	[M-H]+	C18H21N3O2	2.019515554	0.435791823	2\1	1
QEHF0773	229.1339	0.58	[M-H]+	C14H16N2O	1.115747519	0.334928819	1\1	0
QEHF0774	296.1398	0.59	[M-H]+	C17H17N3O2	1.018606156	0.781251913	1\1	0
QEHF0775	374.2121	18.48	[M-H]+	C25H27NO2	1.077938641	0.212835942	1\1	0
QEHF0776	352.058	5.93	[M-H]+	C18H13N3OS2	1.056087643	0.072502455	1\1	0
QEHF0777	312.1234	20.81	[M-H]+	C18H17NO4	0.918078926	0.617805676	1\1	0
QEHF0778	398.1715	0.58	[M-H]+	C21H23N3O5	1.012303491	0.896676317	1\1	0
QEHF0779	261.1352	0.58	[M-H]+	C13H16N4O2	1.166463005	0.408910769	1\1	0
QEHF0780	309.1601	5.25	[M-H]+	C19H20N2O2	1.143490681	0.116299852	1\1	0
QEHF0781	365.1967	7.03	[M-H]+	C21H24N4O2	1.074035098	0.107708887	1\1	0
QEHF0782	434.1718	18.17	[M-H]+	C24H23N3O5	0.983141603	0.761188316	1\1	0
QEHF0783	478.0963	26.98	[M-H]+	C21H15F4N5O2S	0.926526223	0.427563276	1\1	0
QEHF0784	609.2975	3.9	[M-H]+	C37H40N2O6	1.037202798	0.49323646	1\1	0
QEHF0785	377.1609	22.12	[M-H]+	C21H20N4O3	1.021071521	0.623100986	1\1	0
QEHF0786	392.2588	28.63	[M-H]+	C26H33NO2	0.221333566	0.35343059	1\4	1
QEHF0787	469.2562	18.39	[M-H]+	C28H36O6	1.178663532	0.167667873	1\1	0
QEHF0788	311.1388	6.79	[M-H]+	C18H18N2O3	1.017312654	0.756092644	1\1	0
QEHF0789	205.0974	0.58	[M-H]+	C11H12N2O2	1.050832906	0.4250394	1\1	0
QEHF0790	462.1587	14.49	[M-H]+	C26H24ClN3O3	1.163954874	0.002513923	1\1	0
QEHF0791	338.0864	15.49	[M-H]+	C14H10F3N5O2	0.966081906	0.717166202	1\1	0
QEHF0792	263.0818	10.4	[M-H]+	C16H10N2O2	0.84027786	0.097674254	1\1	0
QEHF0793	263.0819	20.88	[M-H]+	C16H10N2O2	0.24696269	0.17165135	1\4	1
QEHF0794	444.1012	24.49	[M-H]+	C17H11F6N7O	0.954013093	0.163777081	1\1	0
QEHF0795	448.1449	5.85	[M-H]+	C23H21N5O3S	1.246947215	0.000490726	1\1	0
QEHF0796	472.2297	16.46	[M-H]+	C22H29N7O5	0.417968067	0.000673963	1\2	1
QEHF0797	227.1139	10.77	[M-H]+	C9H14N4O3	0.998634615	0.96827806	1\1	0
QEHF0798	237.1025	21.92	[M-H]+	C15H12N2O	0.950300307	0.386448856	1\1	0
QEHF0799	566.2939	7.54	[M-H]+	C34H36FN5O2	0.714355206	0.121465967	1\1	0
QEHF0800	513.2059	8.51	[M-H]+	C28H25FN6O3	0.99020938	0.825922301	1\1	0
QEHF0801	385.2121	20.96	[M-H]+	C23H24N6	1.113935516	0.146860714	1\1	0
QEHF0802	315.1343	9.92	[M-H]+	C17H18N2O4	0.768845548	0.383330023	1\1	0
QEHF0803	434.219	5.96	[M-H]+	C24H27N5O3	1.021278009	0.463979955	1\1	0
QEHF0804	283.1809	9.6	[M-H]+	C18H22N2O	0.772485997	0.018079829	1\1	0
QEHF0805	486.1712	4.06	[M-H]+	C24H25ClFN5O3	0.947333565	0.253043784	1\1	0
QEHF0806	408.136	19.65	[M-H]+	C22H21N3O3S	1.067276924	0.500494755	1\1	0
QEHF0807	408.1384	28.39	[M-H]+	C22H21N3O3S	0.946522489	0.367109916	1\1	0
QEHF0808	393.2272	8.96	[M-H]+	C23H28N4O2	0.873659221	0.223110059	1\1	0
QEHF0809	397.1758	10.07	[M-H]+	C23H20N6O	1.010396037	0.813133897	1\1	0
QEHF0810	397.1779	3.87	[M-H]+	C23H20N6O	1.15109312	0.082048522	1\1	0
QEHF0811	353.1138	25.81	[M-H]+	C19H16N2O5	0.992261339	0.860810994	1\1	0
QEHF0812	466.246	9.29	[M-H]+	C25H31N5O4	0.907334042	0.155948421	1\1	0
QEHF0813	371.1609	9.39	[M-H]+	C21H26N2S2	0.878111552	0.013772568	1\1	0
QEHF0814	487.187	8.42	[M-H]+	C24H25F3N6S	0.943168653	0.254970854	1\1	0
QEHF0815	487.1904	19.48	[M-H]+	C24H25F3N6S	1.090600275	0.262056259	1\1	0
QEHF0816	454.2239	10.78	[M-H]+	C27H27N5O2	1.010225229	0.849795377	1\1	0
QEHF0817	369.0734	24.29	[M-H]+	C19H16N2O2S2	0.949740763	0.42397871	1\1	0
QEHF0818	218.0816	6.54	[M-H]+	C12H11NO3	1.048314328	0.184950151	1\1	0
QEHF0819	380.1434	10.59	[M-H]+	C21H21N3O2S	1.052906097	0.440728102	1\1	0
QEHF0820	446.1356	30.08	[M-H]+	C24H19N3O6	0.919538169	0.15546101	1\1	0
QEHF0821	486.2621	16.36	[M-H]+	C27H31N7O2	1.000152364	0.997484874	1\1	0
QEHF0822	380.1974	16.03	[M-H]+	C22H25N3O3	0.98473667	0.745417705	1\1	0
QEHF0823	394.2114	12.1	[M-H]+	C19H23N9O	1.024762136	0.596370906	1\1	0
QEHF0824	451.0038	31.42	[M-H]+	C18H12Cl2N4O4S	0.981699569	0.854933903	1\1	0
QEHF0825	510.2624	7.51	[M-H]+	C26H35N7O2S	0.964226888	0.61277728	1\1	0
QEHF0826	510.2628	19.61	[M-H]+	C26H35N7O2S	0.990537258	0.893283903	1\1	0
QEHF0827	499.2258	8.77	[M-H]+	C28H30N6OS	0.807840975	0.067202795	1\1	0
QEHF0828	499.2258	10.91	[M-H]+	C28H30N6OS	0.873136924	0.153946102	1\1	0
QEHF0829	452.1686	28.82	[M-H]+	C24H20F3N5O	0.911560175	0.126550017	1\1	0
QEHF0830	431.0498	13.39	[M-H]+	C18H15ClN6OS2	0.948069062	0.440238403	1\1	0
